package_name,app_name,label,developer,permissions
com.mp3.converter,转换猫MP3转换器-音频剪辑转换,实用工具/小工具,天门蔚蓝网络科技有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 完全的互联网访问权限 | 控制媒体音量 | 装载和卸载文件系统 | 获取手机信息 | 录音 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 修改安全系统设置 | 修改系统设置项 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | 管理所有文件 | android.permission.MANAGE_DOCUMENTS | 运行前台服务 | android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION
com.home.toyosan,TOYOSAN-CN,实用工具/小工具,东洋桑工业科技（上海）有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拨打电话 | 拍摄照片和视频 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制闪光灯 | 检索当前运行的应用程序 | 直接安装应用程序 | 装载和卸载文件系统 | 查阅敏感日志数据 | 获取手机信息 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | android.permission.BLUETOOTH_ADVERTISE | 连接到配对的蓝牙设备 | android.permission.BLUETOOTH_SCAN
com.mykl.hdsg,海岛-购物穿搭助手,实用工具/小工具,深圳市漫灵网络科技有限公司,访问大概位置 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 获取手机信息 | 开机时自动启动 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务 | android.permission.FOREGROUND_SERVICE_DATA_SYNC | android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK
com.calculator.jnykks,超强计算器软件,实用工具/小工具,济南翼快软件科技有限公司,访问大概位置 | 查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES
cn.supers.netcall,卫星电话-卫星网络电话精灵,实用工具/小工具,桂林贝贝安家房地产经纪有限公司,获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制媒体音量 | 装载和卸载文件系统 | 录音 | 对正在运行的应用程序重新排序 | 防止手机休眠 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS
com.dlsoft.gps,GPS海拔助手,实用工具/小工具,石家庄高新区鼎力软件工作室,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 结束后台进程 | 结束后台进程 | 获取手机信息 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | 后台位置权限 | 运行前台服务
com.xzy.mfyjlysrzy.wld,快递物流免费速查通-快递查询,实用工具/小工具,深圳美寓家具服务有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制闪光灯 | 更新组件使用情况统计 | 获取手机信息 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 管理所有文件 | 运行前台服务 | android.permission.FOREGROUND_SERVICE_SPECIAL_USE
com.zslf.app,掌上领峰,实用工具/小工具,武汉市嘉茉科技有限公司,查看网络状态 | 开关WLAN | 拨打电话 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 装载和卸载文件系统 | 获取手机信息 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | 添加桌面快捷方式 | android.permission.USE_FINGERPRINT | android.permission.USE_BIOMETRIC | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | “勿扰”模式使用权限 | 管理所有文件
com.xzy.mf.jktkdq,免费驾考题库大全-驾考新题2026,实用工具/小工具,深圳市睿麒麟信息科技有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 获取手机信息 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | 管理所有文件
com.wangxutech.reccloud,录咖-AI语音转文字/文字转语音,实用工具/小工具,深圳市网旭科技有限公司,查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 获取手机信息 | 录音 | 写入文件与文档 | 以悬浮窗的形式显示 | 防止手机休眠 | 读取文件与文档 | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.POST_NOTIFICATIONS | 运行前台服务 | android.permission.FOREGROUND_SERVICE_DATA_SYNC | android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION | android.permission.FOREGROUND_SERVICE_MICROPHONE
com.ahltwl.dff,订番番包厢预订,实用工具/小工具,安徽乐通网络科技有限公司,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拨打电话 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制闪光灯 | 访问手机账户 | 检索当前运行的应用程序 | 直接安装应用程序 | 控制媒体音量 | 装载和卸载文件系统 | 使用NFC | 读取联系人 | 查阅敏感日志数据 | 获取手机信息 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 修改联系人 | 修改系统设置项 | 读取文件与文档 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | 连接到配对的蓝牙设备 | android.permission.BLUETOOTH_SCAN
com.sooner,易电,实用工具/小工具,江苏枢能新能源有限公司,精确位置权限 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拍摄照片和视频 | 完全的互联网访问权限 | 控制闪光灯 | 直接安装应用程序 | 控制振动器 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_IMAGES | 连接到配对的蓝牙设备 | android.permission.BLUETOOTH_SCAN
com.qoder.mobile.cn,Qoder-CN,实用工具/小工具,通义云启（杭州）信息技术有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 完全的互联网访问权限 | 录音 | 控制振动器 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.POST_NOTIFICATIONS | android.permission.DETECT_SCREEN_CAPTURE
com.to8to.renovationcompany,土巴兔商家,实用工具/小工具,土巴兔集团股份有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拨打电话 | 拍摄照片和视频 | 更改用户界面设置 | 更改网络连接性 | 允许接收 Wi-Fi 多播 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 控制媒体音量 | 查阅敏感日志数据 | 获取手机信息 | 录音 | 写入文件与文档 | 发送短信 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | 运行前台服务
com.healthmudi.dia,药研社,实用工具/小工具,上海妙一生物科技有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 拨打电话 | 拍摄照片和视频 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 装载和卸载文件系统 | 获取手机信息 | 开机时自动启动 | 录音 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.POST_NOTIFICATIONS
cn.gbos,G-BOS,实用工具/小工具,上海创程车联网络科技有限公司,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 直接安装应用程序 | 控制媒体音量 | 获取手机信息 | 录音 | 写入文件与文档 | 控制振动器 | 读取文件与文档 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.REQUEST_DELETE_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限
com.tz.exter,铁正,实用工具/小工具,浙江铁正机械科技有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 拨打电话 | 拍摄照片和视频 | 更改网络连接性 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 直接安装应用程序 | 结束后台进程 | 获取手机信息 | 写入文件与文档 | 控制振动器 | 读取文件与文档 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限
com.cs.xingui,恋恋小窝-养宠情侣实时报备共享,实用工具/小工具,重庆传思科技有限公司,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 更新组件使用情况统计 | 获取手机信息 | 开机时自动启动 | 录音 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | 运行前台服务 | android.permission.FOREGROUND_SERVICE_DATA_SYNC | android.permission.FOREGROUND_SERVICE_LOCATION
com.xxjrnanoai.huihua,NANO DATA,实用工具/小工具,深圳市信兴假日酒店管理有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 修改/删除内部媒体存储设备的内容 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 设置壁纸 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | 管理所有文件
com.kapinote.ai,咔皮记账-一句话轻松记账软件,实用工具/小工具,上海禹幻科技有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 获取手机信息 | 开机时自动启动 | 录音 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 添加/修改日历活动 | 访问日历 | 读取文件与文档 | android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | 管理所有文件 | 运行前台服务 | android.permission.FOREGROUND_SERVICE_CONNECTED_DEVICE | android.permission.FOREGROUND_SERVICE_DATA_SYNC | android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION
xz.lcuciil.jiawifiulin,一箭来好运,实用工具/小工具,长沙知新致远信息技术有限公司,访问大概位置 | 查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | 管理所有文件
com.zhenjuan.nopeek,别偷看,实用工具/小工具,石家庄真卷科技有限公司,精确位置权限 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 完全的互联网访问权限 | 控制媒体音量 | 获取手机信息 | 录音 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES
uni.UNIF5CE11D.app,卖酒熊商家版,实用工具/小工具,蒙自啤啤商贸有限公司,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 使用模拟地点来源进行测试 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拨打电话 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 开机或关机 | 控制闪光灯 | 检索当前运行的应用程序 | 直接安装应用程序 | 装载和卸载文件系统 | 查阅敏感日志数据 | 获取手机信息 | 开机时自动启动 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS | android.permission.REQUEST_COMPANION_START_FOREGROUND_SERVICES_FROM_BACKGROUND | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | 管理所有文件 | 运行前台服务 | android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK
com.netflow.shixiangjlzs,时享计流助手,实用工具/小工具,广西月耀网络科技有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 删除应用程序 | 停用键锁 | 控制闪光灯 | 检索当前运行的应用程序 | 结束后台进程 | 装载和卸载文件系统 | 更新组件使用情况统计 | 读取网络使用情况历史记录 | 获取手机信息 | 录音 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 在闹钟中设置警报 | 设置壁纸 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 添加/修改日历活动 | 修改系统设置项 | 访问日历 | 读取文件与文档 | 添加桌面快捷方式 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.REQUEST_DELETE_PACKAGES | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | android.permission.NEARBY_WIFI_DEVICES | “勿扰”模式使用权限 | 识别身体活动 | 管理所有文件 | android.permission.DETECT_SCREEN_CAPTURE | 运行前台服务
com.mbjs.gyrtl,蜜臂健身,实用工具/小工具,贵阳如图网络科技有限公司,访问大概位置 | 查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 获取手机信息 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | 后台位置权限
com.zlspl.android,这里是蓬莱,实用工具/小工具,蓬莱市广播电视台,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 拨打电话 | 拍摄照片和视频 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 获取手机信息 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | 后台位置权限
com.quyejz.deam,趣业兼职-手机做兼职线上日结,实用工具/小工具,青岛八尾网络科技有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制媒体音量 | 获取手机信息 | 录音 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | 后台位置权限 | 运行前台服务
com.isolarcloud.manager,阳光云,实用工具/小工具,阳光电源股份有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拍摄照片和视频 | 更改网络连接性 | 允许接收 Wi-Fi 多播 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 控制媒体音量 | 装载和卸载文件系统 | 获取手机信息 | 开机时自动启动 | 录音 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.READ_PHONE_NUMBERS | android.permission.POST_NOTIFICATIONS | android.permission.NEARBY_WIFI_DEVICES | android.permission.BLUETOOTH_ADVERTISE | 连接到配对的蓝牙设备 | android.permission.BLUETOOTH_SCAN | 运行前台服务
com.dgiot.speedmonitoring,大谷云,实用工具/小工具,深圳市大谷物联科技有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 直接安装应用程序 | 控制媒体音量 | 获取手机信息 | 录音 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 管理所有文件 | 连接到配对的蓝牙设备 | 运行前台服务 | android.permission.FOREGROUND_SERVICE_DATA_SYNC
cn.onemoe.tooth,牙力给,实用工具/小工具,五花八萌（广州）网络科技有限公司,查看网络状态 | 开关WLAN | 完全的互联网访问权限 | 获取手机信息 | 写入文件与文档 | 控制振动器 | 读取文件与文档 | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS
com.traffic.linghao,智通三千司机APP,实用工具/小工具,江苏零浩网络科技有限公司,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 展开/收拢状态栏 | 控制闪光灯 | 检索当前运行的应用程序 | 结束后台进程 | 装载和卸载文件系统 | 获取手机信息 | 开机时自动启动 | 录音 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_PHONE_NUMBERS | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | 管理所有文件 | 运行前台服务
site.lingma.anbowl,安心小碗,实用工具/小工具,上海凌玛科技有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 完全的互联网访问权限 | 直接安装应用程序 | 控制媒体音量 | 获取手机信息 | 录音 | 写入文件与文档 | 在闹钟中设置警报 | 添加/修改日历活动 | 访问日历 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES
cn.aiifood.zhiliao,知了码上查-配料添加剂,实用工具/小工具,海南启帆科技有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 完全的互联网访问权限 | 获取手机信息 | 录音 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | 运行前台服务
com.igyd.tlsrzyhxfm,班宠积分,实用工具/小工具,昆明云纪元信息科技有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 装载和卸载文件系统 | 获取手机信息 | 录音 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | 管理所有文件
jk1688.app,极客-极客企业产品管理系统,实用工具/系统,赣州极客引擎科技有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制闪光灯 | 访问手机账户 | 直接安装应用程序 | 装载和卸载文件系统 | 查阅敏感日志数据 | 获取手机信息 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES
com.xtech.zhinengyaokong,红外线遥控APP,实用工具/小工具,济宁墨森软件科技有限公司,查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 获取手机信息 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.TRANSMIT_IR | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务
com.xzy.lhljrrt.jka,远程监控智能云看家-监控管家,实用工具/小工具,深圳美寓家具服务有限公司,查看网络状态 | 开关WLAN | 开关蓝牙 | 拍摄照片和视频 | 完全的互联网访问权限 | 控制媒体音量 | 更新组件使用情况统计 | 获取手机信息 | 录音 | 以悬浮窗的形式显示 | android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 连接到配对的蓝牙设备 | android.permission.BLUETOOTH_SCAN | 运行前台服务 | android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION | android.permission.FOREGROUND_SERVICE_SPECIAL_USE
com.wd.shijingcarshared,实暻飞车,实用工具/小工具,山东实景互动网络科技有限公司,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制闪光灯 | 控制媒体音量 | 获取手机信息 | 开机时自动启动 | 录音 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务
com.merpyzf.xmnote,纸间书摘-书籍管理与阅读记录,实用工具/小工具,南京纸间科技有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 完全的互联网访问权限 | 控制闪光灯 | 获取手机信息 | 开机时自动启动 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 添加/修改日历活动 | 访问日历 | 读取文件与文档 | android.permission.USE_FULL_SCREEN_INTENT | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.POST_NOTIFICATIONS | 运行前台服务 | android.permission.FOREGROUND_SERVICE_DATA_SYNC | android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK | android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION
com.hexlan.linklike,LINKLIKE,实用工具/小工具,深圳市蓝禾技术有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拍摄照片和视频 | 更改网络连接性 | 完全的互联网访问权限 | 控制媒体音量 | 获取手机信息 | 录音 | 写入文件与文档 | 以悬浮窗的形式显示 | 防止手机休眠 | 读取文件与文档 | android.permission.BLUETOOTH_ADVERTISE | 连接到配对的蓝牙设备 | android.permission.BLUETOOTH_SCAN | 运行前台服务 | android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION
