package_name,app_name,label,developer,permissions
com.idejian.sm,浩看免费小说-好看内容尽在浩看,图书阅读/电子书,北京得间科技有限公司,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 发送持久广播 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 停用键锁 | 控制闪光灯 | 检索当前运行的应用程序 | 结束后台进程 | 控制媒体音量 | 装载和卸载文件系统 | 查阅敏感日志数据 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 添加/修改日历活动 | 修改系统设置项 | 访问日历 | 读取文件与文档 | 添加桌面快捷方式 | android.permission.USE_FULL_SCREEN_INTENT | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | android.permission.MEDIA_CONTENT_CONTROL | 管理所有文件 | 运行前台服务 | android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK
com.manga.manhuaren,漫画人极速版,图书阅读/漫画,温州漫达科技有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 结束后台进程 | 管理帐户列表 | 获取手机信息 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS
com.scimall.reader,唯围品书,图书阅读/电子书,中科科界（北京）科技有限公司,查看网络状态 | 开关WLAN | 拨打电话 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 装载和卸载文件系统 | 获取手机信息 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.POST_NOTIFICATIONS | 运行前台服务
com.dj.speed,速读免费小说-庆余年免费看,图书阅读/电子书,北京得间科技有限公司,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 发送持久广播 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 停用键锁 | 控制闪光灯 | 访问手机账户 | 检索当前运行的应用程序 | 结束后台进程 | 控制媒体音量 | 装载和卸载文件系统 | 查阅敏感日志数据 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 添加/修改日历活动 | 修改系统设置项 | 访问日历 | 读取文件与文档 | 添加桌面快捷方式 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | 管理所有文件 | 运行前台服务
com.novel.pmbook,锚豆,图书阅读/电子书,金简玉策（嘉兴）文化科技有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 展开/收拢状态栏 | 控制闪光灯 | 检索当前运行的应用程序 | 控制媒体音量 | 获取手机信息 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS | android.permission.READ_PHONE_NUMBERS | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 管理所有文件 | 运行前台服务
flipboard.cn,红板报,图书阅读/杂志,凡博（北京）科技有限公司,查看网络状态 | 开关WLAN | 完全的互联网访问权限 | 获取手机信息 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.POST_NOTIFICATIONS
com.youxiang.xmgmhly,小蘑菇漫画乐园,图书阅读/漫画,苏州优像网络科技有限公司,查看网络状态 | 完全的互联网访问权限
com.caifuapp.app,财富Plus,图书阅读/杂志,力跃广告（北京）有限公司,查看网络状态 | 开关WLAN | 开关蓝牙 | 拍摄照片和视频 | 更改网络连接性 | 允许接收 Wi-Fi 多播 | 完全的互联网访问权限 | 控制媒体音量 | 装载和卸载文件系统 | 查阅敏感日志数据 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_IMAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务 | android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK
com.cbnweekly,第一财经杂志-无,图书阅读/杂志,上海第一财经传媒有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制闪光灯 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_IMAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务 | android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK
uni.UNI7BA110F,触圈,图书阅读/漫画,上海触圈文化传媒有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 展开/收拢状态栏 | 检索当前运行的应用程序 | 获取手机信息 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | 运行前台服务
com.pailian.haishu,望海,图书阅读/杂志,宁波市海曙区全媒体中心,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 蓝牙管理 | 拍摄照片和视频 | 更改网络连接性 | 完全的互联网访问权限 | 控制闪光灯 | 控制媒体音量 | 装载和卸载文件系统 | 使用NFC | 读取联系人 | 获取手机信息 | 录音 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | 添加桌面快捷方式 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | 识别身体活动 | 管理所有文件 | android.permission.BLUETOOTH_ADVERTISE | 连接到配对的蓝牙设备 | android.permission.BLUETOOTH_SCAN | 运行前台服务 | android.permission.FOREGROUND_SERVICE_DATA_SYNC | android.permission.FOREGROUND_SERVICE_LOCATION | android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK | android.permission.HIGH_SAMPLING_RATE_SENSORS
com.lechuan.midunovel,米读小说,图书阅读/电子书,上海大犀角信息科技有限公司,查看网络状态 | 开关WLAN | 发送持久广播 | 拍摄照片和视频 | 更改用户界面设置 | 更改网络连接性 | 完全的互联网访问权限 | 开机或关机 | 停用键锁 | 展开/收拢状态栏 | 控制闪光灯 | 结束后台进程 | 管理帐户列表 | 控制媒体音量 | 装载和卸载文件系统 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 添加/修改日历活动 | 访问日历 | 读取文件与文档 | 添加桌面快捷方式 | android.permission.USE_FULL_SCREEN_INTENT | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES | 运行前台服务
com.flyersoft.seekbooks,搜书大师,图书阅读/小说,深圳静读信息技术有限公司,查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS | android.permission.POST_NOTIFICATIONS | 管理所有文件 | android.permission.MANAGE_DOCUMENTS | 运行前台服务 | android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK
com.fly.pdf,PDF全能阅读器-pdf 阅读,图书阅读/电子书,长沙飞启源网络科技有限公司,查看网络状态 | 开关WLAN | 完全的互联网访问权限 | 开机时自动启动 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.POST_NOTIFICATIONS | 管理所有文件 | 运行前台服务
com.unicom.zworeader.ui,联通爱听,图书阅读/电子书,联通沃悦读科技文化有限公司,查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拍摄照片和视频 | 更改网络连接性 | 允许接收 Wi-Fi 多播 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 计算应用程序存储空间 | 检索当前运行的应用程序 | 结束后台进程 | 控制媒体音量 | 修改手机状态 | 装载和卸载文件系统 | 查阅敏感日志数据 | 获取手机信息 | 录音 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | 添加桌面快捷方式 | android.permission.USE_FINGERPRINT | android.permission.USE_BIOMETRIC | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_IMAGES | android.permission.POST_NOTIFICATIONS | 管理所有文件 | 运行前台服务
com.chinamcloud.ningxiatv.huangheyunshi,黄河云视,图书阅读/杂志,宁夏广播电视台,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 修改电池统计信息 | 开关蓝牙 | 发送持久广播 | 拨打电话 | 拍摄照片和视频 | 更改用户界面设置 | 更改网络连接性 | 允许接收 Wi-Fi 多播 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制闪光灯 | 访问手机账户 | 检索当前运行的应用程序 | 结束后台进程 | 结束后台进程 | 管理帐户列表 | 控制媒体音量 | 装载和卸载文件系统 | 查阅敏感日志数据 | 获取手机信息 | 读取同步设置 | 开机时自动启动 | 录音 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 使用帐户的身份验证凭据 | 控制振动器 | 防止手机休眠 | 添加/修改日历活动 | 修改系统设置项 | 访问日历 | 读取文件与文档 | android.permission.USE_FINGERPRINT | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | android.permission.MEDIA_CONTENT_CONTROL | 识别身体活动 | 管理所有文件 | android.permission.MANAGE_DOCUMENTS | 运行前台服务
com.xk.qreader,星空免费小说,图书阅读/小说,海南幻想纵横娱乐有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 展开/收拢状态栏 | 检索当前运行的应用程序 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 防止手机休眠 | 添加/修改日历活动 | 访问日历 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务
com.wifi.reader.girl,连尚读书女生版,图书阅读/电子书,南京大众书网图书文化有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 发送持久广播 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 展开/收拢状态栏 | 检索当前运行的应用程序 | 控制媒体音量 | 获取手机信息 | 开机时自动启动 | 录音 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 添加/修改日历活动 | 访问日历 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 管理所有文件 | 运行前台服务
hw.mfxsxiqu,免费戏曲评书大全,图书阅读/听书,海口财瑞科技有限公司,查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 展开/收拢状态栏 | 检索当前运行的应用程序 | 获取手机信息 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES
com.cnpowder.zgftw,粉体网,图书阅读/杂志,北京中粉网信息技术咨询有限公司,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拨打电话 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制闪光灯 | 访问手机账户 | 检索当前运行的应用程序 | 直接安装应用程序 | 结束后台进程 | 装载和卸载文件系统 | 读取联系人 | 查阅敏感日志数据 | 获取手机信息 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 修改联系人 | 修改系统设置项 | 读取文件与文档 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限 | 运行前台服务
com.xm.freader,熊猫脑洞小说-原熊猫免费小说,图书阅读/小说,海南幻想纵横娱乐有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 展开/收拢状态栏 | 检索当前运行的应用程序 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 防止手机休眠 | 添加/修改日历活动 | 访问日历 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务
com.jumang.yhmhly,樱花漫画乐园,图书阅读/漫画,苏州聚芒网络科技有限公司,访问大概位置 | 查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.QUERY_ALL_PACKAGES
uni.UNI1ECAD45,课书房-数字教材出版与阅读,图书阅读/电子书,重庆大学电子音像出版社有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制闪光灯 | 直接安装应用程序 | 控制媒体音量 | 装载和卸载文件系统 | 查阅敏感日志数据 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | 管理所有文件
com.citicpub.fly,中信书院,图书阅读/听书,中信联合云科技有限责任公司,查看网络状态 | 开关WLAN | 开关蓝牙 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制闪光灯 | 检索当前运行的应用程序 | 管理帐户列表 | 控制媒体音量 | 获取手机信息 | 录音 | 写入文件与文档 | 以悬浮窗的形式显示 | 使用帐户的身份验证凭据 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.POST_NOTIFICATIONS | 管理所有文件 | 运行前台服务
com.vistastory.news,看天下,图书阅读/杂志,北京看天下网络科技有限公司,查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 停用键锁 | 展开/收拢状态栏 | 检索当前运行的应用程序 | 装载和卸载文件系统 | 写入文件与文档 | 以悬浮窗的形式显示 | 使用帐户的身份验证凭据 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务
cn.wejuan.reader,快看小说阅读,图书阅读/电子书,深圳宜搜天下科技股份有限公司,查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 开机或关机 | 检索当前运行的应用程序 | 结束后台进程 | 控制媒体音量 | 装载和卸载文件系统 | 获取手机信息 | 开机时自动启动 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务
com.jumang.ffmhly,繁华漫画乐园,图书阅读/漫画,苏州聚芒网络科技有限公司,查看网络状态 | 完全的互联网访问权限
com.cnki.reader,知网阅读,图书阅读/杂志,同方知网数字科技有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 结束后台进程 | 结束后台进程 | 控制媒体音量 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务
com.youxiang.lanerc,Lanerc动漫乐园,图书阅读/漫画,苏州优像网络科技有限公司,访问大概位置 | 查看网络状态 | 开关WLAN | 更改网络连接性 | 完全的互联网访问权限 | 对正在运行的应用程序重新排序 | 控制振动器 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES
com.citicpub.tob,知新,图书阅读/听书,中信联合云科技有限责任公司,查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制媒体音量 | 获取手机信息 | 录音 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务 | android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK
com.dzszj.mfdzs,免费电子书之家,图书阅读/电子书,菏泽智慧乐享网络技术服务有限公司,查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 获取手机信息 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES | 管理所有文件
com.zkmeitian.ebookconverter,电子书转换宝,图书阅读/电子书,周口美天商贸有限公司,查看网络状态 | 开关WLAN | 完全的互联网访问权限 | 获取手机信息 | 写入文件与文档 | 读取文件与文档 | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS
com.jhyan.yan,一言,图书阅读/杂志,深圳宜言网络科技有限公司,查看网络状态 | 开关WLAN | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS
net.edushu,邵鑫读书-爱上读书、学会思考,图书阅读/听书,北京硅度光年科技有限公司,查看网络状态 | 开关WLAN | 开关蓝牙 | 拨打电话 | 拍摄照片和视频 | 更改网络连接性 | 允许接收 Wi-Fi 多播 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制媒体音量 | 获取手机信息 | 录音 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | 运行前台服务
com.jumang.batoto,BATOTO漫画乐园,图书阅读/漫画,苏州聚芒网络科技有限公司,访问大概位置 | 查看网络状态 | 开关WLAN | 更改网络连接性 | 完全的互联网访问权限 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.QUERY_ALL_PACKAGES
com.dooland.shoutulib,首都图书馆,图书阅读/电子书,首都图书馆（北京市少年儿童图书馆、北京市古籍保护中心）,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制媒体音量 | 获取手机信息 | 录音 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 更改/拦截网络设置和流量 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务
com.jiudouniu,九斗六,图书阅读/电子书,河北万法玄都文化发展有限公司,查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 控制闪光灯 | 直接安装应用程序 | 装载和卸载文件系统 | 查阅敏感日志数据 | 获取手机信息 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_VISUAL_USER_SELECTED | android.permission.READ_MEDIA_VIDEO | android.permission.READ_MEDIA_IMAGES
one.hh.oneclient,一个,图书阅读/杂志,上海有树文化传播有限公司,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 拨打电话 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 管理帐户列表 | 获取手机信息 | 录音 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.SCHEDULE_EXACT_ALARM | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_IMAGES | android.permission.READ_MEDIA_AUDIO | android.permission.QUERY_ALL_PACKAGES | 后台位置权限 | 运行前台服务
com.metareader.MetaComic,元阅漫画,图书阅读/漫画,北京元阅科技发展有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 获取手机信息 | 写入文件与文档 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_IMAGES | android.permission.POST_NOTIFICATIONS | 管理所有文件 | 运行前台服务 | android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK
com.nagisye.wefkexj,番外免费小说,图书阅读/听书,南京起寰科技有限公司,访问大概位置 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索系统内部状态 | 获取手机信息 | 录音 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | 运行前台服务
com.hualu.sjswene,石景山文E,图书阅读/电子书,北京市石景山区文化和旅游局,访问大概位置 | 精确位置权限 | 获取额外的位置信息提供程序命令 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 蓝牙管理 | 拨打电话 | 拍摄照片和视频 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 查阅敏感日志数据 | 获取手机信息 | 写入文件与文档 | 控制振动器 | 读取文件与文档 | android.permission.READ_MEDIA_IMAGES
com.mile.read,觅乐小说,图书阅读/电子书,天津觅乐文化传媒有限公司,访问大概位置 | 查看网络状态 | 开关WLAN | 开关蓝牙 | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 直接安装应用程序 | 控制媒体音量 | 装载和卸载文件系统 | 更新组件使用情况统计 | 获取手机信息 | 录音 | 对正在运行的应用程序重新排序 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.READ_MEDIA_IMAGES | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 运行前台服务
cn.com.modernmedia.businessweek,iBloomberg i商周,图书阅读/杂志,广州现代移动数码传播有限公司,访问大概位置 | 精确位置权限 | 查看网络状态 | 开关WLAN | 拍摄照片和视频 | 更改网络连接性 | 更改 Wi-Fi 状态 | 完全的互联网访问权限 | 检索当前运行的应用程序 | 控制媒体音量 | 装载和卸载文件系统 | 查阅敏感日志数据 | 获取手机信息 | 录音 | 写入文件与文档 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 修改系统设置项 | 读取文件与文档 | android.permission.QUERY_ALL_PACKAGES | android.permission.POST_NOTIFICATIONS | 后台位置权限
com.td.freader,七猫漫剧,图书阅读/漫画,上海七猫文化传媒有限公司,查看网络状态 | 开关WLAN | 更改网络连接性 | 完全的互联网访问权限 | 对正在运行的应用程序重新排序 | 以悬浮窗的形式显示 | 控制振动器 | 防止手机休眠 | 添加桌面快捷方式 | android.permission.REQUEST_INSTALL_PACKAGES | 运行前台服务
com.fcat.freader,七猫免费听书,图书阅读/听书,上海七猫文化传媒有限公司,查看网络状态 | 开关WLAN | 更改网络连接性 | 完全的互联网访问权限 | 展开/收拢状态栏 | 检索当前运行的应用程序 | 对正在运行的应用程序重新排序 | 控制振动器 | 防止手机休眠 | 添加桌面快捷方式 | android.permission.REQUEST_INSTALL_PACKAGES | android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS | android.permission.POST_NOTIFICATIONS | 运行前台服务
